,GISJOIN,GEOID,fid_1,area,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0
156,G24000504044022,240054044022,157.0,1330440.7973230414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,G24000504044023,240054044023,158.0,4392860.568837349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,G24000504044031,240054044031,159.0,1187237.9309366418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,G24000504044032,240054044032,160.0,1114797.5780824956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,G24000504044041,240054044041,161.0,1770832.0993529817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,G24000504044042,240054044042,162.0,2449881.7142618755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,G24000504045011,240054045011,163.0,948763.0558925977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,G24000504045012,240054045012,164.0,1030417.8847943868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,G24000504045013,240054045013,165.0,472448.5120231661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,G24000504045014,240054045014,166.0,649255.4387949829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,G24000504045021,240054045021,167.0,482089.33835669205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,G24000504045022,240054045022,168.0,307007.57164281735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,G24000504045023,240054045023,169.0,304829.4689885237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,G24000504046001,240054046001,170.0,24287413.064962953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,G24000504046002,240054046002,171.0,38993629.29020508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,G24000504048001,240054048001,172.0,14892998.824687608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,G24000504048002,240054048002,173.0,8589864.265375502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,G24000504049001,240054049001,174.0,5078523.014766944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,G24000504049002,240054049002,175.0,12262103.905908488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,G24000504049003,240054049003,176.0,8726458.179718586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,G24000504050001,240054050001,177.0,68583674.60356592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,G24000504050002,240054050002,178.0,55528950.33424754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,G24000504060001,240054060001,179.0,37092371.811044514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,G24000504060002,240054060002,180.0,18832062.81942029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,G24000504060003,240054060003,181.0,29065774.559116878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,G24000504060004,240054060004,182.0,10713621.18345284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,G24000504070011,240054070011,183.0,28773103.24568298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,G24000504070012,240054070012,184.0,21343830.956381578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,G24000504070021,240054070021,185.0,18488121.78638515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,G24000504070022,240054070022,186.0,45764443.93575244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,G24000504070023,240054070023,187.0,32616580.5323283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,G24000504081001,240054081001,188.0,11539575.375825044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,G24000504081002,240054081002,189.0,8096324.400579582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,G24000504081003,240054081003,190.0,1635106.9104441872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,G24000504081004,240054081004,191.0,5002132.156785154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,G24000504082001,240054082001,192.0,23673362.15083649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,G24000504082002,240054082002,193.0,19842406.001948666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,G24000504083021,240054083021,194.0,5845124.777586987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,G24000504083022,240054083022,195.0,5110206.890846831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,G24000504083031,240054083031,196.0,9071102.554649306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,G24000504083032,240054083032,197.0,5586800.506218567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,G24000504083041,240054083041,198.0,4019082.9357319684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,G24000504083042,240054083042,199.0,8509675.348357754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,G24000504083043,240054083043,200.0,4141871.0443267445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,G24000504084001,240054084001,201.0,10028131.343498904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,G24000504085021,240054085021,202.0,10006721.813111316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,G24000504085022,240054085022,203.0,1095399.4480281626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,G24000504085023,240054085023,204.0,4727918.889563323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,G24000504085031,240054085031,205.0,713246.1232641602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,G24000504085032,240054085032,206.0,1387577.1455816978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,G24000504085051,240054085051,207.0,1419578.5026068925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,G24000504085052,240054085052,208.0,2647399.974247173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,G24000504085061,240054085061,209.0,822267.9704151434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,G24000504085062,240054085062,210.0,1061381.6697431179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,G24000504085071,240054085071,211.0,299933.05579667416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,G24000504085072,240054085072,212.0,679762.7413025537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,G24000504085073,240054085073,213.0,748104.8557360541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,G24000504086011,240054086011,214.0,665836.3207093962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,G24000504086012,240054086012,215.0,789256.5282523745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,G24000504086013,240054086013,216.0,570454.8684170455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,G24000504086014,240054086014,217.0,448103.78158449737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,G24000504086021,240054086021,218.0,680707.2794108927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,G24000504086022,240054086022,219.0,1039263.6734257349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,G24000504087021,240054087021,220.0,1242154.3125705395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,G24000504087022,240054087022,221.0,972103.922102813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,G24000504087031,240054087031,222.0,626348.0090801774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,G24000504087032,240054087032,223.0,1184128.6676293977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,G24000504087033,240054087033,224.0,1388181.8112101494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,G24000504087034,240054087034,225.0,724101.611676596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,G24000504087041,240054087041,226.0,1400621.7665427672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,G24000504087042,240054087042,227.0,3169121.9385455614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,G24000504087043,240054087043,228.0,918681.0643457037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,G24000504088001,240054088001,229.0,1641925.7490102544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,G24000504088002,240054088002,230.0,1295722.5739065988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,G24000504089001,240054089001,231.0,1543949.0441590021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,G24000504089002,240054089002,232.0,7258614.316024589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,G24000504101001,240054101001,233.0,22729406.35483555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,G24000504101002,240054101002,234.0,28407144.048227083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,G24000504101003,240054101003,235.0,30800866.410094783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,G24000504101004,240054101004,236.0,13358493.915238012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,G24000504102001,240054102001,237.0,11453261.976968683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,G24000504102002,240054102002,238.0,8476649.025745489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,G24000504102003,240054102003,239.0,15805245.66349205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,G24000504111011,240054111011,240.0,21402984.426682036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,G24000504111021,240054111021,241.0,6936707.906725825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,G24000504111022,240054111022,242.0,11136757.930693658,0.004885454391065095,0.00838198621144722,0.026930562635044782,0.05069567382992837,0.05801981785091356,0.06308292512892648,0.06779880176426865,0.07421045595684005,0.07840952419378855,0.08249554059358845,0.08547526401557691,0.08838231125654127,0.09092597759238508,0.09333236669740558,0.09621518854469523
242,G24000504111023,240054111023,243.0,7144205.089094138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,G24000504112011,240054112011,244.0,11551004.433005646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,G24000504112012,240054112012,245.0,8446195.754520502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,G24000504112013,240054112013,246.0,9021030.077496612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,G24000504112014,240054112014,247.0,7842571.840560898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,G24000504112021,240054112021,248.0,10691753.519902123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,G24000504112022,240054112022,249.0,10038249.098319456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,G24000504112023,240054112023,250.0,13905997.707700586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,G24000504113021,240054113021,251.0,18555314.35333166,0.005214976112917048,0.012160199876681108,0.018383275461240113,0.021276714810135537,0.04085710839395047,0.049668285506667194,0.057985106147713336,0.06684474958118208,0.07635868834480306,0.08477244162735323,0.09266760527785683,0.10003933266423864,0.10751283932419968,0.11526745064452244,0.12322562051200366
251,G24000504113031,240054113031,252.0,619107.0743424251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,G24000504113032,240054113032,253.0,785280.3053044678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,G24000504113033,240054113033,254.0,960509.29060565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,G24000504113034,240054113034,255.0,808176.5936878367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,G24000504113061,240054113061,256.0,765700.5068427759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,G24000504113062,240054113062,257.0,1011730.3041779452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,G24000504113063,240054113063,258.0,883910.8248838212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,G24000504113071,240054113071,259.0,892344.0079950588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,G24000504113072,240054113072,260.0,900581.5638813189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,G24000504113081,240054113081,261.0,2347124.7303690366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,G24000504113082,240054113082,262.0,849870.8675877362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,G24000504113083,240054113083,263.0,920232.4100982797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,G24000504113091,240054113091,264.0,4216872.355437164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,G24000504113092,240054113092,265.0,2480338.562776045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,G24000504113093,240054113093,266.0,2356123.87131387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,G24000504114041,240054114041,267.0,2965313.512219489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,G24000504114042,240054114042,268.0,615742.0256613672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,G24000504114061,240054114061,269.0,3996829.2480553417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,G24000504114062,240054114062,270.0,1128612.4702671692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,G24000504114063,240054114063,271.0,793883.9218796697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,G24000504114071,240054114071,272.0,926362.215643667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,G24000504114072,240054114072,273.0,571890.6902344571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,G24000504114073,240054114073,274.0,687321.4887704911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,G24000504114074,240054114074,275.0,428359.6209988586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,G24000504114075,240054114075,276.0,188964.1229073189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,G24000504114081,240054114081,277.0,162366.06319650303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,G24000504114082,240054114082,278.0,606330.4654703416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,G24000504114083,240054114083,279.0,790265.807554903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,G24000504114091,240054114091,280.0,1091354.1729936267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,G24000504114092,240054114092,281.0,1294137.4626134331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,G24000504114093,240054114093,282.0,362033.4049762726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,G24000504114101,240054114101,283.0,725793.0644016316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,G24000504114102,240054114102,284.0,705728.2783167277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,G24000504114103,240054114103,285.0,732429.2872558567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,G24000504201001,240054201001,286.0,790671.6553123323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,G24000504201002,240054201002,287.0,297914.0460630899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003018682163487625,0.0024149457307901
287,G24000504201003,240054201003,288.0,552172.246905896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03420212490756212,0.03843667370564124,0.04267122250372035,0.04625430225594115
288,G24000504202001,240054202001,289.0,474401.98769181845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005686998624174967
289,G24000504202002,240054202002,290.0,1298981.6392540995,0.006161626408217267,0.012323252816434534,0.02070029546131419,0.03281585300556163,0.047423753816054244,0.06964714794007382,0.09387826302856869,0.12212482004601413,0.17591789554247275,0.24771122796181327,0.29707347098494713,0.32033534146990217,0.33549709633956043,0.3527358039310896,0.3726745500610511
290,G24000504203011,240054203011,291.0,551501.6679424025,0.0019567835298666806,0.0032613058831111336,0.0068487423545333815,0.011251505296733414,0.019567835298666802,0.03342838530188912,0.05446380824795594,0.07533616589986719,0.10974294296668967,0.16518514297957893,0.2666117559443352,0.34944892537535804,0.4184255448031585,0.48234714011213675,0.5330604465945149
291,G24000504203021,240054203021,292.0,316105.69722942327,0.005689918435417381,0.00967286134020955,0.01621626754093954,0.02048370636750257,0.0275961044117743,0.037553461673754715,0.051209265918756436,0.0790898662523016,0.10867744211647198,0.14566191194668496,0.1832153736204397,0.21650139646763136,0.24722695601888522,0.27283158897826343,0.30156567707712123
292,G24000504203022,240054203022,293.0,227969.90615994108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007889706428813776,0.002761397250084822
293,G24000504203031,240054203031,294.0,855147.1429235322,0.0014722974336790783,0.002629102560141211,0.004522056403442883,0.006625338451555852,0.009885425626130954,0.01430231792716819,0.018088225613771533,0.02376708714367655,0.03133890251688324,0.045746384546457075,0.07624397424409513,0.10085237420701687,0.11999224084484487,0.13850112286823898,0.15248794848819025
294,G24000504204011,240054204011,295.0,193077.00501027316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027946605564610773,0.013973302782305384,0.090826468084985,0.2501221198032664,0.3987049060551136,0.4890655973806885,0.5547401204575239
295,G24000504204012,240054204012,296.0,475399.90677818184,0.01305264020782942,0.024781099525009474,0.039536258020816645,0.057696453092579314,0.08739593878285784,0.13903899351818294,0.19597877181610548,0.25859361107395384,0.3459895498568117,0.432817982543677,0.5516159253047911,0.6452544311435673,0.7161926931426403,0.7632956991100247,0.7982919083629006
296,G24000504204013,240054204013,297.0,127567.36114520006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,G24000504204014,240054204014,298.0,154915.15576457084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,G24000504204021,240054204021,299.0,365703.4049817692,0.02705029773684232,0.05213330109282338,0.0774622162464121,0.1104143971258382,0.1994344678598102,0.3312431913775146,0.4374770879440226,0.5316613064277554,0.6228945833401963,0.7448668349535945,0.8582321736507246,0.9022503854224954,0.9324975365282372,0.9563509808961799,0.9649578938124479
299,G24000504204022,240054204022,300.0,266795.93900733674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006404463496908267,0.015842620229194134,0.029999855327622935,0.044831244478357866,0.05393232418449066
300,G24000504205001,240054205001,301.0,442774.59286150325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,G24000504205002,240054205002,302.0,413347.7766092807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,G24000504206001,240054206001,303.0,737906.1986495052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,G24000504206002,240054206002,304.0,114956.0996743749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,G24000504206003,240054206003,305.0,701548.138424502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,G24000504207011,240054207011,306.0,1734290.5790076517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,G24000504207021,240054207021,307.0,643327.7877994007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,G24000504208001,240054208001,308.0,339883.3432777328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,G24000504208002,240054208002,309.0,1070802.5816573263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
